chrom	start	end	name	ctcf_occupancy	ctcf_frac
chr10	119667524	119668449	CTCF_20087	15	0.2542
chr10	119675103	119675959	CTCF_20088	1	0.0169
chr10	119686056	119687132	CTCF_20089	59	1.0
chr10	119687575	119687855	CTCF_20090	1	0.0169
chr10	119687868	119688915	CTCF_20091	13	0.2203
chr10	119720120	119720784	CTCF_20092	1	0.0169
chr10	119725778	119726732	CTCF_20093	38	0.6441
chr10	119750336	119751292	CTCF_20094	58	0.9831
chr10	119754954	119755534	CTCF_20095	1	0.0169
chr10	119800606	119801186	CTCF_20096	2	0.0339
chr10	119818171	119818953	CTCF_20097	17	0.2881
chr10	119859000	119860143	CTCF_20098	54	0.9153
chr10	119872727	119873804	CTCF_20099	7	0.1186
chr10	119873955	119874405	CTCF_20100	2	0.0339
chr10	119892174	119892882	CTCF_20101	9	0.1525
chr10	119917719	119918429	CTCF_20102	7	0.1186
chr10	119932957	119933873	CTCF_20103	33	0.5593
chr10	120011280	120011736	CTCF_20104	2	0.0339
chr10	120180934	120181614	CTCF_20105	1	0.0169
chr10	120185002	120185318	CTCF_20106	2	0.0339
chr10	120221559	120222588	CTCF_20107	47	0.7966
chr10	120315231	120315491	CTCF_20108	1	0.0169
chr10	120328549	120329129	CTCF_20109	6	0.1017
chr10	120336647	120337688	CTCF_20110	58	0.9831
chr10	120423067	120424029	CTCF_20111	58	0.9831
chr10	120432279	120432589	CTCF_20112	2	0.0339
chr10	120436442	120436881	CTCF_20113	8	0.1356
chr10	120456681	120457185	CTCF_20114	1	0.0169
chr10	120479861	120480541	CTCF_20115	20	0.339
chr10	120511000	120511355	CTCF_20116	4	0.0678
chr10	120544967	120545191	CTCF_20117	1	0.0169
chr10	120581305	120581985	CTCF_20118	4	0.0678
chr10	120598300	120598950	CTCF_20119	9	0.1525
chr10	120600803	120601373	CTCF_20120	25	0.4237
chr10	120606553	120606837	CTCF_20121	1	0.0169
chr10	120607375	120607685	CTCF_20122	2	0.0339
chr10	120634481	120635061	CTCF_20123	19	0.322
chr10	120646639	120647289	CTCF_20124	6	0.1017
chr10	120651352	120651612	CTCF_20125	1	0.0169
chr10	120735457	120736443	CTCF_20126	58	0.9831
chr10	120751333	120751769	CTCF_20127	1	0.0169
chr10	120804835	120805743	CTCF_20128	15	0.2542
chr10	120824588	120825514	CTCF_20129	43	0.7288
chr10	120842005	120842111	CTCF_20130	1	0.0169
chr10	120851033	120851691	CTCF_20131	5	0.0847
chr10	120940242	120940678	CTCF_20132	3	0.0508
chr10	120942500	120943569	CTCF_20133	59	1.0
chr10	120948648	120949798	CTCF_20134	57	0.9661
chr10	120951303	120951659	CTCF_20135	1	0.0169
chr10	120963176	120963500	CTCF_20136	2	0.0339
chr10	120979363	120979867	CTCF_20137	1	0.0169
chr10	120992617	120993053	CTCF_20138	1	0.0169
chr10	120995635	120996442	CTCF_20139	6	0.1017
chr10	120997338	120997662	CTCF_20140	4	0.0678
chr10	120999723	121000403	CTCF_20141	12	0.2034
chr10	121070108	121070887	CTCF_20142	38	0.6441
chr10	121088417	121089084	CTCF_20143	18	0.3051
chr10	121092387	121092967	CTCF_20144	1	0.0169
chr10	121104393	121105043	CTCF_20145	1	0.0169
chr10	121112422	121113015	CTCF_20146	8	0.1356
chr10	121124973	121125543	CTCF_20147	1	0.0169
chr10	121132392	121132782	CTCF_20148	1	0.0169
chr10	121168684	121169264	CTCF_20149	6	0.1017
chr10	121187915	121188577	CTCF_20150	11	0.1864
chr10	121204886	121205528	CTCF_20151	2	0.0339
chr10	121216781	121217171	CTCF_20152	1	0.0169
chr10	121237587	121238291	CTCF_20153	14	0.2373
chr10	121240164	121240777	CTCF_20154	1	0.0169
chr10	121313145	121313447	CTCF_20155	1	0.0169
chr10	121317309	121317879	CTCF_20156	3	0.0508
chr10	121326977	121327223	CTCF_20157	1	0.0169
chr10	121351492	121351928	CTCF_20158	1	0.0169
chr10	121392547	121393166	CTCF_20159	6	0.1017
chr10	121418258	121418908	CTCF_20160	1	0.0169
chr10	121428745	121429395	CTCF_20161	2	0.0339
chr10	121436854	121437244	CTCF_20162	1	0.0169
chr10	121437541	121438058	CTCF_20163	3	0.0508
chr10	121459498	121460137	CTCF_20164	1	0.0169
chr10	121490813	121491257	CTCF_20165	1	0.0169
chr10	121498016	121498511	CTCF_20166	5	0.0847
chr10	121516525	121516945	CTCF_20167	1	0.0169
chr10	121523774	121524164	CTCF_20168	1	0.0169
chr10	121525384	121525547	CTCF_20169	1	0.0169
chr10	121532536	121532926	CTCF_20170	1	0.0169
chr10	121535429	121535819	CTCF_20171	1	0.0169
chr10	121579003	121579459	CTCF_20172	1	0.0169
chr10	121592047	121592783	CTCF_20173	16	0.2712
chr10	121596555	121597074	CTCF_20174	3	0.0508
chr10	121597082	121597782	CTCF_20175	14	0.2373
chr10	121598183	121598805	CTCF_20176	4	0.0678
chr10	121608328	121609336	CTCF_20177	58	0.9831
chr10	121611661	121612291	CTCF_20178	1	0.0169
chr10	121613563	121613887	CTCF_20179	1	0.0169
chr10	121628896	121629400	CTCF_20180	1	0.0169
chr10	121662774	121663681	CTCF_20181	30	0.5085
chr10	121681285	121682157	CTCF_20182	3	0.0508
chr10	121696740	121697467	CTCF_20183	49	0.8305
chr10	121708598	121709369	CTCF_20184	5	0.0847
chr10	121709669	121710088	CTCF_20185	5	0.0847
chr10	121734288	121735282	CTCF_20186	56	0.9492
chr10	121737028	121737598	CTCF_20187	1	0.0169
chr10	121747035	121747539	CTCF_20188	1	0.0169
chr10	121753542	121754473	CTCF_20189	33	0.5593
chr10	121823674	121824693	CTCF_20190	57	0.9661
chr10	121881068	121881524	CTCF_20191	1	0.0169
chr10	121886755	121887739	CTCF_20192	58	0.9831
chr10	121900286	121901253	CTCF_20193	57	0.9661
chr10	121927570	121928456	CTCF_20194	16	0.2712
chr10	121935948	121936044	CTCF_20195	1	0.0169
chr10	121974243	121974599	CTCF_20196	3	0.0508
chr10	121974652	121975828	CTCF_20197	54	0.9153
chr10	121987511	121988161	CTCF_20198	2	0.0339
chr10	121994098	121994978	CTCF_20199	5	0.0847
chr10	122029746	122030326	CTCF_20200	15	0.2542
chr10	122039912	122040142	CTCF_20201	1	0.0169
chr10	122044754	122045198	CTCF_20202	2	0.0339
chr10	122051460	122052217	CTCF_20203	50	0.8475
chr10	122053799	122054657	CTCF_20204	52	0.8814
chr10	122063109	122063814	CTCF_20205	3	0.0508
chr10	122087224	122087874	CTCF_20206	1	0.0169
chr10	122089210	122089790	CTCF_20207	8	0.1356
chr10	122103023	122103673	CTCF_20208	3	0.0508
chr10	122112381	122113947	CTCF_20209	47	0.7966
chr10	122121033	122121389	CTCF_20210	1	0.0169
chr10	122128288	122128814	CTCF_20211	13	0.2203
chr10	122130868	122131448	CTCF_20212	3	0.0508
chr10	122133188	122133532	CTCF_20213	3	0.0508
chr10	122136931	122137405	CTCF_20214	4	0.0678
chr10	122139515	122139835	CTCF_20215	1	0.0169
chr10	122140730	122141615	CTCF_20216	7	0.1186
chr10	122142378	122143508	CTCF_20217	59	1.0
chr10	122152506	122152976	CTCF_20218	1	0.0169
chr10	122154923	122155695	CTCF_20219	8	0.1356
chr10	122162546	122163633	CTCF_20220	17	0.2881
chr10	122164136	122164641	CTCF_20221	6	0.1017
chr10	122172237	122172707	CTCF_20222	1	0.0169
chr10	122176355	122176585	CTCF_20223	1	0.0169
chr10	122204934	122205514	CTCF_20224	2	0.0339
chr10	122206555	122207205	CTCF_20225	6	0.1017
chr10	122213735	122214397	CTCF_20226	6	0.1017
chr10	122239579	122239905	CTCF_20227	2	0.0339
chr10	122242800	122242960	CTCF_20228	1	0.0169
chr10	122267384	122267644	CTCF_20229	1	0.0169
chr10	122267776	122268821	CTCF_20230	58	0.9831
chr10	122276716	122277366	CTCF_20231	5	0.0847
chr10	122279439	122280275	CTCF_20232	54	0.9153
chr10	122286965	122287355	CTCF_20233	4	0.0678
chr10	122294127	122294977	CTCF_20234	1	0.0169
chr10	122298495	122299452	CTCF_20235	59	1.0
chr10	122310251	122311347	CTCF_20236	10	0.1695
chr10	122338281	122338409	CTCF_20237	1	0.0169
chr10	122342401	122343353	CTCF_20238	58	0.9831
chr10	122374073	122374792	CTCF_20239	6	0.1017
chr10	122374823	122375403	CTCF_20240	2	0.0339
chr10	122375844	122376488	CTCF_20241	2	0.0339
chr10	122382730	122383434	CTCF_20242	1	0.0169
chr10	122434972	122435932	CTCF_20243	52	0.8814
chr10	122461449	122462348	CTCF_20244	2	0.0339
chr10	122469170	122469649	CTCF_20245	6	0.1017
chr10	122484345	122484575	CTCF_20246	1	0.0169
chr10	122491288	122492009	CTCF_20247	2	0.0339
chr10	122495954	122496390	CTCF_20248	2	0.0339
chr10	122499215	122499924	CTCF_20249	2	0.0339
chr10	122510567	122511434	CTCF_20250	5	0.0847
chr10	122525585	122526367	CTCF_20251	32	0.5424
chr10	122527046	122527696	CTCF_20252	2	0.0339
chr10	122551255	122552158	CTCF_20253	8	0.1356
chr10	122557448	122557884	CTCF_20254	5	0.0847
chr10	122558886	122559276	CTCF_20255	1	0.0169
chr10	122565477	122566386	CTCF_20256	59	1.0
chr10	122566844	122567749	CTCF_20257	50	0.8475
chr10	122648412	122649365	CTCF_20258	57	0.9661
chr10	122669700	122670554	CTCF_20259	2	0.0339
chr10	122688255	122689253	CTCF_20260	9	0.1525
chr10	122699040	122699510	CTCF_20261	2	0.0339
chr10	122703581	122704581	CTCF_20262	59	1.0
chr10	122725739	122726519	CTCF_20263	9	0.1525
chr10	122845857	122846297	CTCF_20264	1	0.0169
chr10	122848021	122848337	CTCF_20265	1	0.0169
chr10	122864078	122864658	CTCF_20266	1	0.0169
chr10	122879400	122880484	CTCF_20267	5	0.0847
chr10	122938958	122939602	CTCF_20268	1	0.0169
chr10	122953955	122954591	CTCF_20269	6	0.1017
chr10	122979871	122981814	CTCF_20270	59	1.0
chr10	122982373	122982953	CTCF_20271	6	0.1017
chr10	122989564	122989860	CTCF_20272	1	0.0169
chr10	123007446	123008036	CTCF_20273	5	0.0847
chr10	123008556	123009248	CTCF_20274	4	0.0678
chr10	123021378	123022288	CTCF_20275	40	0.678
chr10	123043071	123044113	CTCF_20276	58	0.9831
chr10	123044191	123044947	CTCF_20277	22	0.3729
chr10	123096459	123096929	CTCF_20278	1	0.0169
chr10	123101871	123102691	CTCF_20279	5	0.0847
chr10	123117848	123118498	CTCF_20280	4	0.0678
chr10	123132632	123133648	CTCF_20281	59	1.0
chr10	123140138	123140818	CTCF_20282	12	0.2034
chr10	123142721	123143017	CTCF_20283	2	0.0339
chr10	123144713	123145393	CTCF_20284	16	0.2712
chr10	123147659	123148363	CTCF_20285	3	0.0508
chr10	123151365	123151727	CTCF_20286	2	0.0339
chr10	123154149	123154929	CTCF_20287	27	0.4576
chr10	123165229	123165940	CTCF_20288	11	0.1864
chr10	123173522	123173952	CTCF_20289	1	0.0169
chr10	123199159	123199415	CTCF_20290	1	0.0169
chr10	123224926	123225630	CTCF_20291	9	0.1525
chr10	123235963	123236643	CTCF_20292	15	0.2542
chr10	123245116	123246021	CTCF_20293	13	0.2203
chr10	123272028	123272914	CTCF_20294	21	0.3559
chr10	123283930	123284615	CTCF_20295	14	0.2373
chr10	123301542	123301932	CTCF_20296	4	0.0678
chr10	123323471	123324042	CTCF_20297	3	0.0508
chr10	123380581	123381487	CTCF_20298	32	0.5424
chr10	123384922	123385342	CTCF_20299	1	0.0169
chr10	123388196	123388480	CTCF_20300	1	0.0169
chr10	123390187	123391021	CTCF_20301	13	0.2203
chr10	123413382	123413727	CTCF_20302	7	0.1186
chr10	123424578	123425282	CTCF_20303	1	0.0169
chr10	123427377	123427753	CTCF_20304	3	0.0508
chr10	123429707	123430458	CTCF_20305	6	0.1017
chr10	123451583	123452343	CTCF_20306	5	0.0847
chr10	123498355	123498745	CTCF_20307	2	0.0339
chr10	123502936	123503400	CTCF_20308	11	0.1864
chr10	123521116	123521400	CTCF_20309	2	0.0339
chr10	123522865	123523149	CTCF_20310	1	0.0169
chr10	123530520	123530857	CTCF_20311	4	0.0678
chr10	123555565	123555725	CTCF_20312	1	0.0169
chr10	123559111	123560050	CTCF_20313	59	1.0
chr10	123572972	123573952	CTCF_20314	54	0.9153
chr10	123581774	123582854	CTCF_20315	59	1.0
chr10	123583369	123584445	CTCF_20316	58	0.9831
chr10	123584486	123584802	CTCF_20317	2	0.0339
chr10	123635613	123636468	CTCF_20318	1	0.0169
chr10	123642472	123643351	CTCF_20319	8	0.1356
chr10	123643438	123643746	CTCF_20320	2	0.0339
chr10	123655812	123656108	CTCF_20321	2	0.0339
chr10	123663479	123663963	CTCF_20322	5	0.0847
chr10	123678419	123678759	CTCF_20323	4	0.0678
chr10	123687630	123688310	CTCF_20324	7	0.1186
chr10	123706512	123706828	CTCF_20325	1	0.0169
chr10	123742709	123742951	CTCF_20326	3	0.0508
chr10	123755629	123755789	CTCF_20327	1	0.0169
chr10	123792259	123792575	CTCF_20328	1	0.0169
chr10	123849416	123849772	CTCF_20329	1	0.0169
chr10	123866345	123867213	CTCF_20330	21	0.3559
chr10	123891134	123891578	CTCF_20331	1	0.0169
chr10	123896990	123897948	CTCF_20332	23	0.3898
chr10	123967413	123968397	CTCF_20333	59	1.0
chr10	123972582	123973192	CTCF_20334	4	0.0678
chr10	123994273	123995317	CTCF_20335	59	1.0
chr10	123995498	123996512	CTCF_20336	54	0.9153
chr10	123996515	123996675	CTCF_20337	1	0.0169
chr10	123999038	123999618	CTCF_20338	2	0.0339
chr10	124005114	124005558	CTCF_20339	1	0.0169
chr10	124017761	124018057	CTCF_20340	3	0.0508
chr10	124020532	124020670	CTCF_20341	1	0.0169
chr10	124025525	124026229	CTCF_20342	44	0.7458
chr10	124043133	124043449	CTCF_20343	1	0.0169
chr10	124059516	124059966	CTCF_20344	3	0.0508
chr10	124091756	124091933	CTCF_20345	1	0.0169
chr10	124092648	124093371	CTCF_20346	24	0.4068
chr10	124093872	124094793	CTCF_20347	12	0.2034
chr10	124104956	124105406	CTCF_20348	2	0.0339
chr10	124125440	124126360	CTCF_20349	48	0.8136
chr10	124142728	124143178	CTCF_20350	1	0.0169
chr10	124152736	124153424	CTCF_20351	4	0.0678
chr10	124156824	124157268	CTCF_20352	8	0.1356
chr10	124157276	124157647	CTCF_20353	1	0.0169
chr10	124172235	124172739	CTCF_20354	1	0.0169
chr10	124177185	124177765	CTCF_20355	2	0.0339
chr10	124192709	124193526	CTCF_20356	27	0.4576
chr10	124207543	124207823	CTCF_20357	2	0.0339
chr10	124218145	124218929	CTCF_20358	12	0.2034
chr10	124249859	124250764	CTCF_20359	26	0.4407
chr10	124255964	124256284	CTCF_20360	1	0.0169
chr10	124258952	124259867	CTCF_20361	30	0.5085
chr10	124262142	124262994	CTCF_20362	13	0.2203
chr10	124277426	124277746	CTCF_20363	4	0.0678
chr10	124279245	124279698	CTCF_20364	9	0.1525
chr10	124289993	124290413	CTCF_20365	1	0.0169
chr10	124293244	124293700	CTCF_20366	2	0.0339
chr10	124296046	124296626	CTCF_20367	7	0.1186
chr10	124339973	124340553	CTCF_20368	3	0.0508
chr10	124347884	124348570	CTCF_20369	9	0.1525
chr10	124354913	124355493	CTCF_20370	1	0.0169
chr10	124357060	124357384	CTCF_20371	1	0.0169
chr10	124357572	124358222	CTCF_20372	1	0.0169
chr10	124384033	124384560	CTCF_20373	5	0.0847
chr10	124387341	124388154	CTCF_20374	16	0.2712
chr10	124388968	124389932	CTCF_20375	59	1.0
chr10	124390842	124391139	CTCF_20376	1	0.0169
chr10	124397846	124398086	CTCF_20377	1	0.0169
chr10	124403231	124404190	CTCF_20378	55	0.9322
chr10	124418002	124419695	CTCF_20379	34	0.5763
chr10	124448626	124449330	CTCF_20380	9	0.1525
chr10	124449476	124450156	CTCF_20381	1	0.0169
chr10	124459909	124460139	CTCF_20382	1	0.0169
chr10	124461679	124462618	CTCF_20383	37	0.6271
chr10	124463053	124463703	CTCF_20384	1	0.0169
chr10	124470622	124471002	CTCF_20385	2	0.0339
chr10	124489747	124490104	CTCF_20386	8	0.1356
chr10	124503337	124503713	CTCF_20387	3	0.0508
chr10	124507883	124508303	CTCF_20388	1	0.0169
chr10	124520839	124521229	CTCF_20389	3	0.0508
chr10	124525009	124525870	CTCF_20390	2	0.0339
chr10	124529847	124530806	CTCF_20391	59	1.0
chr10	124531865	124532871	CTCF_20392	37	0.6271
chr10	124534088	124534932	CTCF_20393	45	0.7627
chr10	124535851	124536135	CTCF_20394	1	0.0169
chr10	124536696	124536988	CTCF_20395	2	0.0339
chr10	124539839	124540878	CTCF_20396	58	0.9831
chr10	124542388	124542572	CTCF_20397	1	0.0169
chr10	124548122	124548572	CTCF_20398	1	0.0169
chr10	124555111	124555427	CTCF_20399	1	0.0169
chr10	124560104	124560684	CTCF_20400	4	0.0678
chr10	124563002	124563392	CTCF_20401	1	0.0169
chr10	124565612	124566528	CTCF_20402	47	0.7966
chr10	124567407	124567797	CTCF_20403	2	0.0339
chr10	124590070	124590565	CTCF_20404	4	0.0678
chr10	124609789	124610019	CTCF_20405	2	0.0339
chr10	124611701	124612017	CTCF_20406	1	0.0169
chr10	124612466	124612914	CTCF_20407	4	0.0678
chr10	124621587	124622259	CTCF_20408	4	0.0678
chr10	124624675	124625131	CTCF_20409	1	0.0169
chr10	124626791	124627540	CTCF_20410	8	0.1356
chr10	124631763	124632572	CTCF_20411	48	0.8136
chr10	124636270	124637176	CTCF_20412	9	0.1525
chr10	124641907	124642377	CTCF_20413	2	0.0339
chr10	124644854	124645170	CTCF_20414	6	0.1017
chr10	124647517	124648434	CTCF_20415	36	0.6102
chr10	124648761	124649526	CTCF_20416	7	0.1186
chr10	124651283	124651822	CTCF_20417	1	0.0169
chr10	124671309	124672217	CTCF_20418	26	0.4407
chr10	124677272	124677742	CTCF_20419	1	0.0169
chr10	124678303	124678619	CTCF_20420	1	0.0169
chr10	124678825	124679056	CTCF_20421	1	0.0169
chr10	124685091	124685735	CTCF_20422	3	0.0508
chr10	124686888	124687358	CTCF_20423	1	0.0169
chr10	124697524	124698204	CTCF_20424	5	0.0847
chr10	124701036	124701878	CTCF_20425	3	0.0508
chr10	124703750	124704160	CTCF_20426	1	0.0169
chr10	124705788	124706199	CTCF_20427	13	0.2203
chr10	124709091	124709595	CTCF_20428	1	0.0169
chr10	124713707	124714117	CTCF_20429	2	0.0339
chr10	124718580	124719036	CTCF_20430	3	0.0508
chr10	124719311	124720224	CTCF_20431	50	0.8475
chr10	124722596	124723445	CTCF_20432	1	0.0169
chr10	124724079	124724848	CTCF_20433	3	0.0508
chr10	124731594	124731740	CTCF_20434	1	0.0169
chr10	124733123	124733533	CTCF_20435	1	0.0169
chr10	124736437	124737110	CTCF_20436	7	0.1186
chr10	124740973	124742023	CTCF_20437	59	1.0
chr10	124742540	124743244	CTCF_20438	37	0.6271
chr10	124743359	124743803	CTCF_20439	1	0.0169
chr10	124744154	124744914	CTCF_20440	12	0.2034
chr10	124745443	124746312	CTCF_20441	48	0.8136
chr10	124791312	124792362	CTCF_20442	38	0.6441
chr10	124801512	124802016	CTCF_20443	3	0.0508
chr10	124827199	124828271	CTCF_20444	48	0.8136
chr10	124867382	124867642	CTCF_20445	2	0.0339
chr10	124875387	124876084	CTCF_20446	14	0.2373
chr10	124886216	124886720	CTCF_20447	1	0.0169
chr10	124902012	124902516	CTCF_20448	1	0.0169
chr10	124911025	124911605	CTCF_20449	6	0.1017
chr10	124916277	124917606	CTCF_20450	6	0.1017
chr10	124917808	124918484	CTCF_20451	3	0.0508
chr10	124949570	124949946	CTCF_20452	5	0.0847
chr10	124992249	124993105	CTCF_20453	56	0.9492
chr10	124999763	125000153	CTCF_20454	1	0.0169
chr10	125000442	125001590	CTCF_20455	18	0.3051
chr10	125003159	125004020	CTCF_20456	17	0.2881
chr10	125018891	125019361	CTCF_20457	2	0.0339
chr10	125021230	125021714	CTCF_20458	1	0.0169
chr10	125030790	125031240	CTCF_20459	1	0.0169
chr10	125038512	125039192	CTCF_20460	32	0.5424
chr10	125045733	125046143	CTCF_20461	1	0.0169
chr10	125047754	125048785	CTCF_20462	59	1.0
chr10	125060842	125061812	CTCF_20463	59	1.0
chr10	125062916	125063306	CTCF_20464	1	0.0169
chr10	125066842	125067252	CTCF_20465	1	0.0169
chr10	125068467	125068668	CTCF_20466	1	0.0169
chr10	125078985	125079465	CTCF_20467	2	0.0339
chr10	125084095	125084800	CTCF_20468	20	0.339
chr10	125102735	125103211	CTCF_20469	3	0.0508
chr10	125121041	125121750	CTCF_20470	3	0.0508
chr10	125134238	125134594	CTCF_20471	1	0.0169
chr10	125136708	125136892	CTCF_20472	1	0.0169
chr10	125138117	125138576	CTCF_20473	2	0.0339
chr10	125144899	125145722	CTCF_20474	47	0.7966
chr10	125146663	125147259	CTCF_20475	6	0.1017
chr10	125152153	125152509	CTCF_20476	1	0.0169
chr10	125153146	125153590	CTCF_20477	3	0.0508
chr10	125158667	125159788	CTCF_20478	8	0.1356
chr10	125161178	125162058	CTCF_20479	49	0.8305
chr10	125212131	125212370	CTCF_20480	1	0.0169
chr10	125218213	125218873	CTCF_20481	18	0.3051
chr10	125231391	125231847	CTCF_20482	8	0.1356
chr10	125238679	125238999	CTCF_20483	1	0.0169
chr10	125252720	125253364	CTCF_20484	1	0.0169
chr10	125283189	125283625	CTCF_20485	2	0.0339
chr10	125334825	125335009	CTCF_20486	1	0.0169
chr10	125337265	125337866	CTCF_20487	6	0.1017
chr10	125342896	125343851	CTCF_20488	57	0.9661
chr10	125344277	125345108	CTCF_20489	3	0.0508
chr10	125370376	125371056	CTCF_20490	13	0.2203
chr10	125375134	125375831	CTCF_20491	14	0.2373
chr10	125448439	125449291	CTCF_20492	44	0.7458
chr10	125454536	125455186	CTCF_20493	1	0.0169
chr10	125505711	125505971	CTCF_20494	1	0.0169
chr10	125521938	125522876	CTCF_20495	53	0.8983
chr10	125539238	125539873	CTCF_20496	1	0.0169
chr10	125562574	125563254	CTCF_20497	14	0.2373
chr10	125629501	125630404	CTCF_20498	46	0.7797
chr10	125631849	125632134	CTCF_20499	3	0.0508
chr10	125640609	125640893	CTCF_20500	1	0.0169
chr10	125642069	125642329	CTCF_20501	1	0.0169
chr10	125694627	125695207	CTCF_20502	1	0.0169
chr10	125697218	125697862	CTCF_20503	1	0.0169
chr10	125698688	125699009	CTCF_20504	4	0.0678
chr10	125700455	125701105	CTCF_20505	14	0.2373
chr10	125719257	125719971	CTCF_20506	4	0.0678
chr10	125734770	125735340	CTCF_20507	9	0.1525
chr10	125742269	125742973	CTCF_20508	17	0.2881
chr10	125784026	125784446	CTCF_20509	4	0.0678
chr10	125797438	125797858	CTCF_20510	1	0.0169
chr10	125822672	125823765	CTCF_20511	7	0.1186
chr10	125849413	125849884	CTCF_20512	3	0.0508
chr10	125868142	125869079	CTCF_20513	59	1.0
chr10	125895678	125896143	CTCF_20514	3	0.0508
chr10	125896174	125896644	CTCF_20515	1	0.0169
chr10	125896778	125897032	CTCF_20516	1	0.0169
chr10	125933946	125934990	CTCF_20517	53	0.8983
chr10	125961574	125962224	CTCF_20518	4	0.0678
chr10	125969924	125970604	CTCF_20519	1	0.0169
chr10	125977028	125977708	CTCF_20520	25	0.4237
chr10	125982039	125983122	CTCF_20521	56	0.9492
chr10	125983632	125984020	CTCF_20522	2	0.0339
chr10	126013828	126014478	CTCF_20523	12	0.2034
chr10	126020200	126020384	CTCF_20524	1	0.0169
chr10	126059309	126060127	CTCF_20525	1	0.0169
chr10	126063472	126064147	CTCF_20526	4	0.0678
chr10	126068675	126068835	CTCF_20527	1	0.0169
chr10	126088086	126088428	CTCF_20528	6	0.1017
chr10	126092700	126093280	CTCF_20529	2	0.0339
chr10	126097431	126098133	CTCF_20530	23	0.3898
chr10	126130455	126130751	CTCF_20531	1	0.0169
chr10	126134992	126135897	CTCF_20532	17	0.2881
chr10	126137833	126138413	CTCF_20533	1	0.0169
chr10	126140866	126141096	CTCF_20534	1	0.0169
chr10	126155508	126156012	CTCF_20535	1	0.0169
chr10	126160674	126160898	CTCF_20536	1	0.0169
chr10	126161005	126162004	CTCF_20537	25	0.4237
chr10	126187504	126187688	CTCF_20538	1	0.0169
chr10	126188064	126188644	CTCF_20539	3	0.0508
chr10	126204315	126204477	CTCF_20540	1	0.0169
chr10	126223670	126224015	CTCF_20541	3	0.0508
chr10	126225636	126225956	CTCF_20542	1	0.0169
chr10	126227813	126228037	CTCF_20543	1	0.0169
chr10	126247603	126248233	CTCF_20544	2	0.0339
chr10	126251842	126252486	CTCF_20545	1	0.0169
chr10	126256739	126257530	CTCF_20546	9	0.1525
chr10	126262994	126263450	CTCF_20547	1	0.0169
chr10	126302795	126303299	CTCF_20548	23	0.3898
chr10	126315877	126316157	CTCF_20549	1	0.0169
chr10	126373071	126373531	CTCF_20550	8	0.1356
chr10	126386734	126387902	CTCF_20551	52	0.8814
chr10	126388002	126388969	CTCF_20552	3	0.0508
chr10	126407731	126408381	CTCF_20553	2	0.0339
chr10	126459501	126459962	CTCF_20554	9	0.1525
chr10	126465694	126466198	CTCF_20555	5	0.0847
chr10	126476300	126476805	CTCF_20556	4	0.0678
chr10	126497563	126498143	CTCF_20557	4	0.0678
chr10	126500788	126501393	CTCF_20558	5	0.0847
chr10	126503392	126503748	CTCF_20559	1	0.0169
chr10	126503781	126504766	CTCF_20560	58	0.9831
chr10	126520737	126521387	CTCF_20561	10	0.1695
chr10	126561400	126561790	CTCF_20562	1	0.0169
chr10	126563161	126563321	CTCF_20563	1	0.0169
chr10	126565447	126565837	CTCF_20564	1	0.0169
chr10	126570974	126571757	CTCF_20565	6	0.1017
chr10	126597836	126598548	CTCF_20566	46	0.7797
chr10	126670879	126671269	CTCF_20567	1	0.0169
chr10	126748762	126749793	CTCF_20568	58	0.9831
chr10	126808733	126809303	CTCF_20569	2	0.0339
chr10	126838965	126839355	CTCF_20570	1	0.0169
chr10	126846833	126847577	CTCF_20571	12	0.2034
chr10	126857367	126857837	CTCF_20572	3	0.0508
chr10	126877476	126877706	CTCF_20573	1	0.0169
chr10	126896382	126897062	CTCF_20574	1	0.0169
chr10	126901868	126902565	CTCF_20575	19	0.322
chr10	126904805	126905385	CTCF_20576	2	0.0339
chr10	126905963	126906746	CTCF_20577	1	0.0169
chr10	126907367	126908141	CTCF_20578	11	0.1864
chr10	126911050	126911551	CTCF_20579	2	0.0339
chr10	126913231	126913667	CTCF_20580	3	0.0508
chr10	126914743	126915060	CTCF_20581	2	0.0339
chr10	126930978	126931623	CTCF_20582	5	0.0847
chr10	126937300	126937596	CTCF_20583	1	0.0169
chr10	126969145	126970028	CTCF_20584	21	0.3559
chr10	126975412	126975515	CTCF_20585	1	0.0169
chr10	127012212	127012492	CTCF_20586	1	0.0169
chr10	127013475	127013634	CTCF_20587	1	0.0169
chr10	127033852	127034356	CTCF_20588	1	0.0169
chr10	127041487	127041852	CTCF_20589	3	0.0508
chr10	127087094	127087550	CTCF_20590	4	0.0678
chr10	127142227	127142551	CTCF_20591	2	0.0339
chr10	127149786	127150586	CTCF_20592	3	0.0508
chr10	127194258	127194384	CTCF_20593	1	0.0169
chr10	127194866	127195521	CTCF_20594	1	0.0169
chr10	127196558	127197143	CTCF_20595	23	0.3898
chr10	127198178	127198993	CTCF_20596	13	0.2203
chr10	127228224	127228905	CTCF_20597	5	0.0847
chr10	127243260	127244282	CTCF_20598	44	0.7458
chr10	127277844	127278424	CTCF_20599	6	0.1017
chr10	127290155	127290814	CTCF_20600	4	0.0678
chr10	127354851	127355913	CTCF_20601	25	0.4237
chr10	127408994	127409354	CTCF_20602	2	0.0339
chr10	127492824	127493580	CTCF_20603	21	0.3559
chr10	127523799	127524944	CTCF_20604	11	0.1864
